names	fccommunity
PAFAH1B3	24
PMF1	21
RAB25	22
RBM23	24
SELENBP1	22
SMPD3	17
TGIF1	21
ZBTB45	13
CLIP1	4
MAP1B	22
NDE1	4
NDEL1	4
ABL1	15
AGPAT4	25
ARFGAP2	14
ASNSD1	19
CASP4	19
DUS1L	17
ERGIC3	23
GIT1	24
LIMK2	15
MPI	23
MYLK	25
NCK1	25
NSUN5	23
SEC14L4	14
SH3RF1	4
SORBS3	13
SYN1	22
TBCK	20
TRIP10	14
URM1	14
ENSG00000112526	20
ESCO1	18
GCC1	4
HDGF	21
HMX3	4
HS6ST1	4
MRPL41	4
NGEF	22
PDRG1	22
PRKCI	22
RPAP3	6
SLC7A6OS	19
TCP11L1	4
ENSG00000115953	22
ANK3	22
ARAF	15
ARHGAP32	25
CD19	25
CD28	25
CD5	25
CHRNA7	13
CLK2	25
CRK	25
CRYAB	22
CSF1R	25
CTLA4	25
FCGR2A	13
FLT3	25
GAB3	15
GABRG2	7
GHR	25
GRN	12
GTF2H1	20
HRAS	22
IFNAR1	25
IL13	25
IL2RB	25
IL3RA	25
INPP5D	12
INPP5E	25
IRS1	25
JAK3	25
KHDRBS1	6
KIAA1598	25
LCP2	25
MAPK14	15
MRAS	25
MST1R	25
NOS2	22
PDGFRB	25
PIK3C2A	15
PIK3CB	25
PIK3CD	25
PIP4K2A	25
PIP4K2C	15
PLCB1	25
PLCB3	25
PLCD1	25
PLCD3	25
PLCG2	25
PSEN1	7
PTEN	25
PTPN6	25
RAC3	25
RASA1	25
RB1	21
SPNS1	13
SRC	15
SYNJ1	25
TEK	25
TGFBR2	21
THEM4	25
TIAM1	13
TIE1	25
TLN1	24
TNK1	15
TOM1L1	4
TRAT1	18
ABCD2	18
ACN9	23
AHCYL1	18
AHCYL2	18
APEX2	20
AR	21
BTG1	21
BTG2	21
CIRBP	24
CNDP1	18
DDC	18
DERL2	14
FGF2	13
HABP4	24
HARS	18
HDC	18
HLTF	20
KHDRBS2	4
KHDRBS3	4
KLF12	14
KLF6	14
LIAS	25
MBP	22
MUC17	9
NCOA1	21
NOL4	18
OPLAH	23
RABGGTB	9
RIF1	24
S100A8	24
SDHD	18
SSSCA1	4
TIGD4	23
TIMM50	14
TNFRSF14	15
ENSG00000206452	4
METAP2	4
MYH2	18
S100A1	22
ANXA5	9
BLOC1S5	9
CAMK1	9
CASK	22
CCND2	9
CRTAP	9
FCER2	9
GDAP1L1	9
GP2	9
KRT19	9
MDK	13
NF1	22
SELPLG	9
SNX16	9
TGM2	9
TH	22
THBS2	13
THBS3	13
TNFRSF10B	9
ENSG00000160967	20
SYVN1	23
SNCB	22
ACSBG1	22
EPB41L3	22
KAT7	24
LIN7C	22
NAA38	6
3-Sep	22
1-Sep	4
ANLN	14
CDC42EP2	22
MDH2	23
ORC6	20
PIAS4	21
THNSL2	23
CDK14	21
PGM1	23
C6orf57	18
COPS7B	21
CREB5	21
DCC	13
HYI	4
KIF2A	21
MKL2	21
PEG3	13
POU2AF1	21
SCRIB	22
SPRY2	4
SYP	4
APP	13
BAD	22
BCL2L1	19
ELK1	21
FGR	15
FYN	15
GRK5	22
GRK6	22
KLK6	13
LAMP2	13
MAPT	22
PRKCE	22
SLC6A3	22
AKAP9	22
APBA1	22
GOT2	22
PRKAR1A	22
SLC6A1	11
STXBP5	22
TXLNA	12
VAMP8	14
ENSG00000204633	22
ACOX3	15
ANP32A	15
BMPR1A	15
C2CD5	15
CDK13	15
DOK2	15
DUSP3	15
EPHB1	15
ERBB4	25
FCGR1A	13
HCLS1	12
MAPK10	15
MARK1	25
MARK4	15
MELK	15
MLLT1	15
MS4A2	18
NLK	15
PDE4A	15
PIK3R2	25
PKN1	15
PTPN18	15
SH3BP2	25
SLA	25
SRRM1	15
TESK2	15
CYFIP1	6
DCAF7	25
DOCK7	22
MYO18A	22
PFDN4	20
PFDN6	20
TUBGCP5	1
TUBGCP6	1
ENSG00000204197	20
ENSG00000056678	20
ATE1	18
C19orf70	4
CAB39	12
CCDC59	4
CCNA1	21
CHMP2B	19
CUL2	21
CUL5	21
CUTA	18
EPAS1	21
HIF1AN	21
HSPB11	18
ICT1	18
ITGAL	13
KAT2A	20
KNTC1	4
KRTCAP2	4
LMAN1	13
LRRC41	12
LYZ	18
MRPS23	18
OS9	21
PEBP1	18
PIN1	11
PKD1L3	25
RNF139	2
RPA3	20
SP1	21
TGFB1I1	21
TIMM17A	24
USP33	12
VPS35	14
ZFP91	25
ZNF197	4
ENSG00000215694	18
AGL	23
ATP6V0D1	14
C12orf10	12
CBWD1	14
CDC14A	20
CORO6	14
CPSF1	6
DSPP	23
EXOSC9	3
GEMIN5	6
GTF2H2	20
KIF1B	22
MDP1	14
MPST	23
NR5A2	21
PCF11	6
POLE2	20
POLR3H	20
PRIM1	20
PRRC2C	20
RASA4	14
RGL3	3
RHOT1	14
RRN3	14
SHQ1	3
SIL1	14
SLC47A1	14
SRP54	23
UBQLN4	4
WARS	23
YOD1	14
ACAT2	18
AFP	8
APEH	18
CD81	13
CD8A	4
DIABLO	19
DYNLRB1	18
HSPA4L	18
IARS2	12
KPNA3	12
LRRC40	19
MRPL40	4
MT-CO2	18
SLC1A5	13
TPP2	18
TRIP11	21
ENSG00000206281	4
ENSG00000206208	4
ADRM1	23
CSF2RA	25
DNAJC8	6
DSG1	12
ERLEC1	19
JUP	12
MAGOH	6
ENSG00000215902	11
CASP1	19
DLG1	22
GPR37	14
OGT	17
RAD1	12
RGPD4	22
RGS3	22
SIM2	21
UBE2L6	18
DMPK	4
MYL1	16
MYL3	16
PMS2CL	21
TJP2	22
CLINT1	12
SNUPN	18
DIAPH1	14
DIAPH2	6
FHOD1	12
CCND1	21
BTF3L4	20
PPID	23
SLC13A1	14
SLC20A1	14
WDR89	20
DNAJB4	14
DNAJB5	14
RRAGB	14
AMPD2	18
HTATSF1	6
NMT1	19
PRKACB	22
UBE3D	14
WDHD1	20
ABCG2	14
ATM	15
BLK	15
CSNK1G1	15
EPHA5	15
FGGY	17
METTL1	17
PPP1R14A	15
SGK1	15
ENSG00000206429	20
ADK	15
AMN1	3
ATP5H	14
CASKIN1	6
CSNK2B	15
DRG1	3
EIF1B	3
EIF3J	15
EIF4E2	12
ELF1	21
EPB41	18
GABARAPL2	18
GPCPD1	20
HIBCH	20
HIRA	20
INCENP	6
INTS6	6
ISCA1	3
JAZF1	20
KRR1	3
MAGEA2B	4
MKNK2	22
MRPL17	6
PAN2	6
PHF5A	6
RBBP6	19
REXO2	23
RNMT	6
RPL3L	3
RPS4Y1	3
SLBP	6
SNRPF	6
SOAT1	3
SORL1	12
SSU72	20
ENSG00000182367	6
ENSG00000197303	16
ACY3	18
ADSSL1	18
ALDH4A1	23
ASS1	1
CDO1	18
EPRS	23
EPX	18
GAD1	18
GAD2	18
GLS2	23
HPD	18
LDHA	22
LDHAL6A	23
LDHAL6B	23
LDHC	23
LPO	18
PAH	4
YARS2	21
CHMP3	14
MAPK8	15
ACTA1	22
ALAD	12
ALB	13
ALG14	14
APBB1	6
ATAD1	14
BAG3	12
BBS1	10
BCS1L	5
CERS2	14
COL7A1	13
COX15	14
DNAJC21	3
DPH5	23
DTX4	4
ENDOG	20
ENTPD6	14
EXO1	12
HSD11B1	3
IGBP1	20
ITPA	14
KDSR	14
KMO	17
LETM1	18
LIPT2	3
NARFL	9
NCAPD2	14
NOA1	22
PCYT1A	23
PDSS1	14
PEPD	3
PHC3	13
PIGK	14
PROSC	20
SCMH1	21
SLU7	6
SYNJ2	25
TBC1D22A	14
XPO6	4
YAF2	21
ZNF703	7
ENSG00000169910	23
ENSG00000100357	18
AMPD1	18
AMPD3	13
CANT1	6
ENTPD4	18
ENTPD5	18
GMPR	6
GPANK1	4
IST1	3
OSGEP	23
PUS1	3
SMC6	25
ENSG00000096153	4
ACAT1	23
ADHFE1	23
ALDOA	15
ASF1B	20
ATAD2	20
ERCC2	20
GALT	23
GYS1	23
HIP1R	14
LIPA	25
ME3	23
MTR	22
NOS1	22
PPP1R7	17
RAD54L	20
ENSG00000187558	3
BIN1	25
CRTC2	25
FAM117B	25
GFM1	23
KLC2	25
MRE11A	20
PPP1R3D	25
ROBO2	22
SH2D3A	25
SH3BP4	25
UBE2C	20
UBE2D1	21
UBE2D2	21
UBE2D4	20
UBE2E1	21
UBE2E2	21
UBE2E3	21
ENSG00000073169	20
CCNB1	21
CDK1	15
DLX2	21
GMNN	23
INTS10	21
ORC3	20
POLA1	20
TBC1D23	21
ERI1	18
SMAD3	21
STAT1	25
STAT2	25
STAT3	25
STAT4	21
STAT5A	25
STAT5B	25
STAT6	21
GOLGA8EP	9
GRM5	22
PPP1R3C	22
ENSG00000188532	20
PAAF1	23
UBLCP1	9
BAZ1B	13
CHKB	13
TOPBP1	21
XYLB	3
R3HDM1	14
CCND3	21
CCNY	6
IGHA2	4
FRK	15
CHMP6	14
GK2	18
RPL37A	3
RPL38	3
RPS2	3
RPS23	16
ATXN7	16
CFDP1	20
CLK4	20
HIST2H2AB	20
MEAF6	20
ADARB2	17
ARID1B	17
ARID5B	17
BRD7	24
FAM98A	17
H2AFB3	20
LRPAP1	17
MEIS1	17
NCOR2	21
PARP12	21
PBXIP1	17
SUMO3	17
KIF3B	4
RAPGEF5	22
RFT1	1
ENPP1	18
ENPP2	18
ENPP3	18
G6PC	17
G6PD	17
GPI	14
GYG1	23
HK1	17
HK2	17
HK3	17
PRPS1	4
PRPS2	4
PYGB	22
RBKS	4
RPIA	4
S100B	22
ENSG00000173366	14
CD2BP2	6
GTF2F2	6
HNRNPA0	1
HNRNPH1	16
NCBP1	6
PCBP2	6
POLR2H	6
POLR2L	6
PSPC1	6
RBMX	6
SF3B5	6
SRSF2	6
U2AF1	6
CCNH	15
CDK7	15
DDB1	6
DDB2	17
ERCC5	21
HERPUD1	4
KIAA1377	24
PCNA	20
POLD4	20
RFC4	20
TCEA1	6
TP53BP1	22
ADAT2	6
ALPI	18
ALPL	18
ALPP	17
ALPPL2	18
BAG5	19
CPSF7	6
DBT	18
GPKOW	4
KIAA1429	11
MKI67	6
PTS	18
RNF113A	6
TLE3	11
A1CF	6
CDC40	6
ALG5	14
GPAA1	14
H2AFV	20
HEMK1	18
LENG8	6
POLE4	20
SAC3D1	20
SMG6	21
TMEM165	23
TSR2	16
GRB7	25
SF3A3	6
SH3GL3	25
DDX46	6
DHX8	6
DLAT	14
EIF4B	3
KIN	14
NCS1	14
PIGW	14
PRPF18	6
RAD50	20
SCFD1	14
SUPT5H	20
TIAL1	6
WDR59	23
TSEN2	6
CCDC97	6
DVL2	7
ENAH	6
EVL	6
SMARCE1	6
WBP11	6
WBP4	6
ZNF207	6
DHX33	24
CHORDC1	25
CNN1	6
ADAP1	22
CCNL1	4
CIR1	4
NBPF20	6
PRCC	6
SREK1	6
TTK	21
YTHDC1	6
PAIP1	6
SRRM2	15
ADAMTS1	13
AP2A2	21
APOE	13
CELA1	13
CTSE	4
F2	13
IL10	25
IL1B	19
KLK13	13
KLK2	13
KLK3	13
LCAT	23
LRP1	13
MMP2	13
MYOC	13
NGF	13
PAEP	21
PDGFA	13
PDGFB	25
SPACA3	17
TGFBI	13
ABI2	4
FURIN	13
NRG1	25
ACAN	13
CDC73	24
CR2	13
KRT10	13
TJP1	12
AFTPH	11
AMPH	25
AP3S1	14
CEP250	21
DISC1	4
DNM1	22
GMEB1	21
GTF2F1	6
HSPG2	13
KCNJ11	20
LAMA5	13
LAMC1	13
MBD1	21
NPR1	6
PEX6	21
PIAS3	21
PRSS8	21
RRBP1	21
SLC12A4	21
SMAD1	21
SNAP91	25
STRN	22
SYT1	22
TTC3	21
ZBTB6	21
ENSG00000189231	21
APOA1	13
APOA2	13
APOA4	13
APOC1	13
APOC3	13
BBC3	13
CABLES1	13
CEP44	13
CLCA2	13
CROT	13
DGKG	13
DMD	13
GRAP2	13
ITGA2	13
KIAA1551	13
KRT1	13
LAT	13
LDB3	13
LDLR	13
LRP2	13
LRP8	13
MAP2	22
MYL4	13
MYLK3	13
NEFM	22
NLRC4	13
NPHS1	13
PALB2	13
PCED1B	13
PDZRN4	13
PLTP	13
PRNP	13
QTRTD1	13
SCARB1	13
SCN5A	13
SDC2	13
SGOL2	13
SLA2	13
SLC9A8	13
SPAST	13
TLN2	13
TRAPPC11	13
ENSG00000215756	13
ENSG00000215755	13
ENSG00000215754	13
ACHE	13
APBA2	13
APBA3	18
APBB2	21
APBB3	14
BACE1	4
BACE2	5
BID	19
CASP6	19
CLSTN1	21
COL1A2	13
COL4A1	13
COL4A5	13
CTRB1	13
CTRB2	13
CYP2G1P	13
DNAH1	22
DYNLRB2	19
GFAP	13
GPC1	13
KLC1	21
LRP1B	13
MEGF8	19
MT3	19
NCSTN	7
PGAM1	22
PSEN2	7
SERPINA3	13
SPON1	13
STXBP1	22
TGFB2	13
TNXB	19
ENSG00000198461	13
CSN2	19
LPA	13
PI3	13
SERPINA1	13
EDN3	22
INS-IGF2	25
F11	13
F13A1	13
F2R	22
F2RL2	22
F5	13
F9	13
IGHG1	13
IGKC	13
ITGA2B	13
ITGA5	13
PLAU	13
PROC	13
PROS1	13
SEBOX	13
SECISBP2	21
SERPINA5	13
SERPINC1	13
SERPIND1	13
SERPINE1	13
SPP1	13
THBS1	13
TSC22D1	4
TTPAL	13
USP6	13
ENSG00000056345	13
EPOR	25
IFNAR2	25
IFNGR2	25
IFNLR1	25
IL10RA	25
IL11RA	25
IL22RA1	25
IL22RA2	25
IL23R	25
IL2RG	25
IL6R	25
IL7R	25
OSMR	25
ENSG00000159113	25
FOS	21
JUN	21
PRTN3	13
SERPINF2	13
IGFBP2	13
SEMG1	13
SERPINA4	13
AOAH	13
ARMC2	13
CACNA1I	13
CDH12	13
CTSL	13
ELN	13
FGFR1	15
GJC2	13
ICAM4	13
IGHG2	13
IGHV3-23	13
IGLC2	13
IGLC3	13
IGLL1	13
IGLV3-21	13
KRT9	13
LTBP4	13
NUP214	13
OR2T6	13
OR8D2	13
PLAG1	13
PTHLH	22
PZP	13
RFX7	13
RTKN2	13
SAA4	13
SEMG2	13
SLPI	13
TGM4	13
ZNF232	13
ENSG00000206511	13
ENSG00000171362	13
C4BPA	13
CALCR	22
CANX	12
CD82	13
CTGF	13
CTSG	13
GULP1	13
HSP90B1	18
ITGB1BP1	13
LIPC	25
LTF	13
MMP13	13
MMP15	13
MMP16	13
MMP17	19
NOS1AP	22
PDIA2	25
PTCH1	21
SCN3A	13
SNX17	13
SYNJ2BP	13
TIMP1	13
DCN	13
HAPLN1	13
JUNB	21
CKM	24
COL3A1	19
ECE1	13
FBN1	13
FTL	24
GGTLC1	1
ITGA7	13
MYL2	13
NGFR	4
NTRK2	25
SORCS3	13
COPS6	24
IL36RN	21
JPH1	21
PTPRC	25
SRY	21
ART1	22
BMX	25
COL1A1	13
DYRK1B	25
DYRK2	25
ERBB2	25
FES	15
FGFR4	25
FLT1	25
HCK	15
IGF1R	15
KDR	25
MET	25
PTK6	15
SRMS	25
CDKN1C	21
CLDN4	15
LCNL1	4
UBE2O	4
USH1C	4
COL2A1	13
COL4A3	13
COL4A4	13
RAP2C	22
A4GALT	17
B3GALNT1	17
B3GALT5	17
NAGA	21
A4GNT	17
B3GNT6	17
GALNT1	17
GALNT10	17
GALNT11	17
GALNT12	17
GALNT13	17
GALNT14	17
GALNT15	17
GALNT2	17
GALNT5	17
GALNT6	17
GALNT8	17
GALNT9	17
GBA	17
GMPPA	17
PIGM	17
PIGN	17
UGCG	17
WBSCR17	17
B3GALT1	17
B3GALT2	17
B3GNT3	17
B4GALT3	17
FUT4	17
FUT7	17
PTPRF	24
MUC2	12
MXD1	21
MUC4	25
B4GALT4	17
MUC13	12
BTBD9	21
ENPP7	17
SGMS1	17
CCNK	4
PGM2	23
ALG1	14
ALG2	4
ALDH3A1	18
AQP3	12
GIPC1	22
PIGX	17
SCD	14
SMPD2	20
VAPA	14
YIPF1	14
YIPF2	14
REEP5	14
GLB1	17
PTDSS1	17
PTDSS2	17
RTN1	23
RTN3	22
SGMS2	17
SMPD1	17
AAAS	2
EP300	21
IL4I1	2
NUP107	20
NUP155	2
NUP188	2
NUP205	2
NUP210	2
NUP35	2
NUP43	2
NUP54	2
NUP85	2
NUP88	2
NUP93	2
NUP98	2
NUPL1	2
NUPL2	2
POM121C	2
RAE1	2
AHR	21
CTBP2	21
HIST2H3D	20
HOXD4	21
N4BP2	21
PPARA	21
PPARG	21
ACOT9	18
ACTR6	20
ACTR8	20
AHCTF1	6
ARHGAP15	3
ATP13A1	14
CAMKK1	17
CDY1B	20
CDY2A	12
CDY2B	12
CDYL	12
CENPF	25
CETN3	20
CHTF18	1
CSNK2A2	15
CTDNEP1	14
DGCR14	4
ECI2	12
FEN1	20
GLE1	2
GSR	10
GTPBP4	3
H2AFZ	20
HORMAD2	20
LPIN1	14
MMS19	1
MORF4L1	20
MRPS2	3
NES	20
NOC2L	3
NUP160	2
NUP37	2
NUP62	4
OGFOD1	23
PES1	3
PLAA	20
RMND5A	20
SEH1L	2
SETD2	20
SNW1	6
STT3B	14
TOP3A	20
UQCC	2
USP7	19
VPS72	20
WDR5	20
XRCC3	20
ENSG00000111788	20
NXF2	22
PANK1	21
SENP2	17
XPO7	4
CDK4	21
DBI	18
ZFYVE9	21
ZFP36	5
FXR1	24
BLOC1S1	4
BLOC1S4	4
CCDC85B	4
CSTF1	6
DTNBP1	4
ERH	24
GSTT1	10
IRF2BP1	4
PAPLN	4
SUDS3	21
DYNC1LI1	18
PHC1	21
PHC1P1	21
STK3	19
STRN3	22
ARHGAP19	4
CCDC22	4
INO80B	17
MAD2L2	21
MRPL42	11
NUCB1	22
PPP1R21	18
RIBC2	4
SDCCAG8	4
WTAP	4
ARIH2	4
BRF2	4
C20orf24	4
GNL2	3
GSTK1	4
MRPL4	6
MYC	1
NEK6	4
NMD3	3
NUTF2	23
PHLDA3	4
PNKP	4
PRKAB1	15
RPL18A	3
SAP18	4
ENSG00000182520	3
ENSG00000171549	3
AIFM2	14
ALK	25
AMMECR1	3
AMMECR1L	2
BUB3	6
CDC14B	25
DUS3L	2
GAMT	23
GID4	3
GLTSCR2	14
IPO11	14
KPNA5	23
MOB1A	14
MRPS16	20
MSI1	14
OSBP	14
QRICH2	4
RCC1	20
RRP12	3
SCYL1	14
SLC16A6	4
SMARCD1	20
SPATA5	20
TIMELESS	20
TNPO1	12
TSTD1	2
ENSG00000206266	3
ARHGEF4	22
LPXN	16
RBPMS	4
TEX11	4
BUB1	13
KLRC4	4
KPNA6	23
MTRF1L	18
UQCRFS1	5
CFH	13
F7	13
ITIH1	13
PLA2G4F	13
ENSG00000166285	13
AACS	18
BDH1	18
EHHADH	18
HADH	18
HMGCL	18
HMGCS2	18
ACAA2	18
ACACA	17
ACOT12	18
OXCT2	18
PDHA2	23
ACADL	18
ACADM	18
ACADS	18
ACOX2	18
DHCR24	18
NPHP3	18
SCP2	18
SLC27A2	18
SLC27A3	18
AUH	18
MS4A7	18
FARSA	23
AADAC	18
ESCO2	18
HYAL3	18
KAT6B	18
ENSG00000196959	18
ACAD8	6
ACADSB	18
ACOT11	18
GPD1	18
HNMT	18
TMEM91	18
ENSG00000189311	18
SUN2	4
TRAIP	14
BMPR2	21
GUSB	8
HTR2A	22
AADAT	18
AKR1B10	18
HSD17B12	14
NT5C1B	18
RDH12	18
RDH13	18
C9orf41	6
CCDC86	3
PAK4	15
RUSC2	14
SUCLA2	21
SUCLG2	18
ZHX1	24
ACTR3B	14
ATP6V0B	14
EIF2S2	3
ELOVL5	14
EPT1	14
HHAT	18
MAOA	18
POMT2	14
RRAS2	25
SC5D	14
SEC61A1	1
SLC29A3	14
SLC35G1	14
SLC7A14	14
SLC7A4	14
STX10	14
TMED2	14
TMEM63A	14
UCHL5	23
YIPF5	14
ENTPD8	6
PNP	18
EPHX1	18
AAGAB	24
UNC119	24
ADAMTS9	5
ALDH2	18
ANXA3	24
ARL15	24
ARL4D	24
ATPAF2	15
CD247	25
CYB561D2	19
GIPC2	24
KDM1A	16
MRPS12	24
PTPRS	24
QTRT1	24
RUFY3	24
SEPHS1	24
ZFP64	24
ENSG00000206239	24
ENSG00000204218	24
ABL2	15
ACVR1B	15
ACVR2B	15
ADCK3	15
ALPK3	15
ANAPC7	15
ATAD3B	15
ATF2	15
AZI2	15
BTK	15
CLK1	15
DOK1	15
DYRK1A	15
FRYL	15
GRAMD1A	15
HIPK1	15
INPPL1	15
KIT	15
MAP4K2	15
MAP4K5	15
MAPK6	15
MNAT1	15
PKN3	15
PRKD2	15
RIPK2	15
SIK2	15
SIK3	15
SPEG	15
TAOK1	15
ENSG00000105216	15
ADAM15	13
CREB1	21
GPX1P1	15
TUSC2	8
EPHB3	15
PROX1	21
PTPRD	24
SIVA1	19
ACSL1	18
ACSL3	18
ACSL5	18
ACSL6	18
CPT1A	18
CPT1C	18
CPT2	18
CTNNA3	22
MAGI1	22
MAGI2	22
MYOZ1	4
PDLIM1	21
PIP4K2B	25
ZYX	19
ACVR2A	15
AJUBA	15
BMP2	21
BMP7	21
FANCL	18
FBXO30	21
FKBP4	21
FNTA	22
GDF5	21
ILKAP	15
INHBB	13
NEK8	15
NUAK2	12
PLEK	15
PLEKHB1	21
RAB6B	14
RAP2A	22
RXRA	21
SMAD9	21
STX8	14
THRB	21
WDR61	17
DACT2	21
GDF11	15
ENSG00000212974	15
ACVRL1	13
INHBE	19
MSTN	13
ADA	12
CCDC12	4
CD47	13
FBP1	22
MDH1	12
MITD1	23
PLD2	12
TKTL2	22
ANAPC4	14
CXCR2	13
RAB11FIP2	22
REPS2	12
TOE1	24
FAM46C	4
LDLRAP1	13
POM121	4
TERF2IP	12
ZBTB8A	4
ANKS1A	25
CDC42BPG	25
CGN	25
CPS1	23
EFEMP1	4
GAN	25
GPRIN2	25
HDAC4	21
KLHDC2	25
LAD1	25
MLLT4	22
NUDT14	24
REEP3	25
RND3	25
RRAS	25
SIPA1L1	25
TNS4	25
TRIM32	25
USP8	25
WDR37	25
ENSG00000182319	25
ATF7	21
BACH1	21
BATF3	21
CEBPB	21
DDIT3	21
EYA3	4
FOSL1	21
FOSL2	21
FOXA3	25
GOLGA1	11
GTPBP2	4
HMGA1	21
JDP2	21
MAPK11	15
MAPK12	15
MAPK13	15
MAPKAPK5	15
NCOA6	21
NFIL3	21
PML	21
TRMT13	15
YY1	21
ATP5E	23
ATP5G2	23
ATP5G3	23
ATP5I	23
ATP5J	23
ATP5L	23
ERICH2	5
GIN1	4
HNRNPAB	24
HNRNPDL	24
HSPA4	12
MAF	21
MYH6	24
NF2	21
OTX2	21
PIK3R3	25
PRDX4	12
STARD13	22
USP12	23
ENSG00000198744	23
ENSG00000160916	1
CA12	24
DDX47	23
CDCA8	19
CENPA	16
MAPK15	15
METTL20	16
RPS6KA6	15
AMHR2	19
SMAD5	21
ICMT	22
CMTM3	15
EWSR1	4
FCER1G	13
GNG2	22
IGHMBP2	15
ITK	25
KCMF1	4
MAN2B1	21
PHYHD1	13
PPM1G	23
SH3BP5	13
TLR6	18
WASF2	6
CACNA1A	21
CACNA1B	22
CACNA1C	22
CACNA1D	22
CACNA1E	22
CACNA1F	22
CACNA1S	22
CALML3	22
CDC25C	20
CHAT	15
ETS1	21
ITPKA	22
ITPR1	22
PDC	22
PLCB2	25
PLCB4	25
PPM1F	5
RYR1	22
RYR2	13
RYR3	22
ADCY3	6
ATF1	21
CHEK1	21
CREM	21
DCLK3	15
LGALS9B	22
LGALS9C	22
LRRC7	22
PEA15	19
SPR	22
CEP63	4
IDI1	17
PEX1	12
DGKZ	25
CNOT7	21
FOXM1	8
GSTM2	8
MS4A3	15
RPA1	20
TSSC1	4
UHRF2	20
EGF	25
FIGF	25
HGF	25
IGF1	13
PDGFC	25
PDGFD	25
PGF	25
PIK3CA	25
PIK3CG	25
PIK3R5	25
SAFB	5
SHC3	25
SHC4	25
UBL5	25
VEGFA	25
VEGFB	25
VEGFC	25
RAD54B	4
APC	22
CBX3	21
CFHR4	19
CHKA	19
CTBP1	21
FGF1	25
GDNF	25
GFRA2	19
HOXA6	21
IWS1	18
LCORL	19
LEPREL4	19
LYST	4
MAP2K6	19
NPAS3	19
PAK6	19
PCGF1	21
PHC2	21
PRDM15	19
QRFPR	19
SLC5A12	19
SPIB	21
STAB2	19
SYNE1	19
TTBK2	19
VAMP4	14
XK	15
XRCC1	21
XRCC4	4
ZNF655	19
BRD2	20
CBX2	21
CDK2AP1	4
FOXJ3	20
KLF9	20
LHX1	21
LIG4	20
MGAT3	17
MRPL38	24
MTF1	9
MYNN	15
NHLH1	4
PCCB	18
PDCL	15
SAP30L	15
SARS2	3
SERF2	4
SIX1	4
SMARCD3	20
ZNF521	15
ENSG00000206287	21
IRS2	25
PTPRH	15
SH2D1A	25
IL4R	25
ATP13A3	18
BICC1	18
CHRNA4	18
CLASRP	4
CTCFL	21
FOXO1	21
PGS1	18
PHF14	18
PHYHIP	24
PLEKHG4	4
PPP4R4	18
QSOX2	18
RGS7	22
RNF165	21
SEPSECS	18
SMOX	18
SRSF4	6
SRSF5	6
TDRD3	18
ENSG00000116148	6
EIF4G2	3
GNB5	22
RPL34	3
RPL36	3
RPS10	3
RPS11	16
RPS17L	3
RPS3	3
EFNA1	15
MYF6	21
RERE	4
SIX3	21
SPEN	21
ENSG00000143620	15
TMF1	4
BNIP2	19
FGF11	25
FGF12	25
FGF13	25
FGF14	25
FGF17	25
FGF18	25
FGF19	25
FGF20	25
FGF21	25
FGF23	25
FGF3	25
FGF5	25
FGF6	25
FGF7	25
FGF8	25
FRS2	15
GRB14	25
SNAI1	15
SOS2	25
HOMER3	22
ADD2	22
ARHGAP33	21
BCL3	21
CAV2	12
CAV3	13
CD226	22
CD36	13
CD44	13
CD48	25
CD55	13
CLNK	25
CNTN1	22
CNTNAP1	22
CSF2RB	25
EPHA4	15
EPHA8	15
FASLG	19
FGFR2	25
FLOT2	12
FNBP4	6
FYB	25
GP6	15
GRIN2A	22
HTR6	22
ITGA6	13
ITGAV	13
ITGB6	13
MS4A1	13
NEDD9	21
PDE4D	6
PTPRA	24
PTPRE	15
RBFOX2	4
SIT1	15
SKAP1	25
SLAMF1	25
SPHK1	14
SPHK2	14
SPN	19
TRPC6	22
TXK	25
TYRO3	15
UCK2	4
ARHGAP9	25
MAP2K7	25
MAPKAPK2	15
NKX2-5	21
SNIP1	21
ACTA2	6
BTRC	12
DYNC1I1	22
FUS	6
HIST1H1D	6
IFIT1	21
LPCAT1	21
LRCH4	21
METTL3	6
MYH1	22
RALY	6
RSL1D1	6
SAP130	21
SAP25	21
SAP30	21
SCYL2	6
ZC3HAV1	21
ADCK2	14
ADIPOR2	21
AKT2	22
ALKBH8	18
ALLC	23
AP1G1	14
ASNA1	14
ATP6V1H	3
ATXN2L	17
BHMT	13
BOLA2	12
C1orf123	23
CAPNS1	12
CAPRIN1	6
CLCN5	14
CMBL	4
COPB1	23
COQ2	11
CRAT	21
CYC1	5
EPB41L1	22
GALE	18
GLRX5	20
HERC6	12
MAP2K5	22
MON1A	14
MVP	13
NADSYN1	18
NSMCE4A	20
NUS1	14
PDK4	14
PEX10	12
PNPO	23
PPP5C	22
RAD17	25
RCN2	12
RRAGC	2
SEC61A2	12
SLC25A32	12
SLC26A11	12
SLC33A1	20
SLC34A1	12
SLC38A11	2
SORD	18
TAX1BP1	22
TDP2	21
TERT	12
TMEM87B	14
TRAF7	18
TRMT5	14
TSSK6	12
UNC45A	4
UNC50	14
XPNPEP1	12
YME1L1	14
ENSG00000212677	14
ENSG00000112478	14
ENSG00000179036	14
ENSG00000011177	18
ENSG00000206214	14
SORBS1	22
TMEM115	11
BAIAP2	22
DOK5	25
SH2B2	25
SNX2	4
SOCS3	25
IL9R	25
